ReviewTitle,ReviewBody,ReviewStar,Product,Price,Brand,Model
"Poor Quality JBL
","Low sound, No noise cancellation & Bluetooth get disconnected.
",1,JBL T110BT,2199.0,JBL,T110BT
"100BT
","Good and worthable
",4,JBL T110BT,2199.0,JBL,T110BT
"See something else
","Not happy considering it's price
",2,JBL T110BT,2199.0,JBL,T110BT
"Hui
","Hi I
",5,JBL T110BT,2199.0,JBL,T110BT
"NO BASS
","no bass ....sound quality worst than any 500 rs earphoneno bass...very bad sound quality cheap plastic...i want my money back
",1,JBL T110BT,2199.0,JBL,T110BT
"not working
","not working
",1,JBL T110BT,2199.0,JBL,T110BT
"Waste of money
","Very bad ð??? product don't buy this
",1,JBL T110BT,2199.0,JBL,T110BT
"Thik thak hi h bs
","Ok
",3,JBL T110BT,2199.0,JBL,T110BT
"Good for music
","Battery and noise cancelling is not up to the mark.
",4,JBL T110BT,2199.0,JBL,T110BT
"Don't buy this
","Automatic stop working
",1,JBL T110BT,2199.0,JBL,T110BT
"Recvd defective item
","Poor sound quality
",2,JBL T110BT,2199.0,JBL,T110BT
"It is Good earphones (Wireless Type) and has a good amount of ...
","It is Good earphones (Wireless Type) and has a good amount of Bass delivery. But in-built mic is not so good when you are travelling. Some time it gets disconnected. Overall I will give it a 4 Star.
",4,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Super
",5,JBL T110BT,2199.0,JBL,T110BT
"Overall sound quapity is good considering its price.
","It could be considered a good option for mobiles without headphone socket. Works fantastically fine with iphone as well as android smartphone.Compatible with laptop.
",4,JBL T110BT,2199.0,JBL,T110BT
"Standby not automatically done
","Easy to use and handling bt main drawback it doesn't go in standby mode automaticay as like samaung and sony and battery got drain out withinn 3 4 hoursSound wise also average
",2,JBL T110BT,2199.0,JBL,T110BT
"Overall not a very good product but ok!
","Not a value for money product!But not very bad! Anyone can have much better options in this price!Bass should be improved!
",3,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","nice one really liked
",5,JBL T110BT,2199.0,JBL,T110BT
"Good Sounds Quality
","Nice product, value of money. Sounds quality is good. Only need more battery backup.
",4,JBL T110BT,2199.0,JBL,T110BT
"Donâ??t buy
","One ear blocking too early
",1,JBL T110BT,2199.0,JBL,T110BT
"Waste of money
","Battery need to be charged everyday, not audible....it's not worth, waste of money...
",1,JBL T110BT,2199.0,JBL,T110BT
"Very poorly in Bluetooth headset in jbl
","Gaming experience very poorly shooting then few seconds then sound come
",1,JBL T110BT,2199.0,JBL,T110BT
".no authorised service centres in great cities like chennai also.
","dont buy .its not worth and also it is gone after 2 months of usage..no customer care number is working
",1,JBL T110BT,2199.0,JBL,T110BT
"Wasting money
","The wire is too long,,please dont buy this item
",1,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Wonderful,good effect
",5,JBL T110BT,2199.0,JBL,T110BT
"Superb Bass.
","The sound clarity is just awesome. Excellent bass. Noise reduction.and most important the battery life is very good.
",5,JBL T110BT,2199.0,JBL,T110BT
"Not good..
","Thinking JBL is a good brand, available at such a low cost , I bought it. However it was a bad experience. Neither the quality of sound nor the durability matches with the brand level..doubt if Amazon selling fake product..
",1,JBL T110BT,2199.0,JBL,T110BT
"Returned/refund
","How can I replace this tiems? It's more then one month but it's not working now
",3,JBL T110BT,2199.0,JBL,T110BT
"Poor sound quality...not expected from JBL
","Sound is really poor
",2,JBL T110BT,2199.0,JBL,T110BT
"Breaking sound
","Sounds problems
",5,JBL T110BT,2199.0,JBL,T110BT
"Bass is not so good
","Sound is good bass is not good
",5,JBL T110BT,2199.0,JBL,T110BT
"I need to replace the product. How can I do? Please support...
","My product suddenly not working. I need to replace that.
",1,JBL T110BT,2199.0,JBL,T110BT
"Awesome
","Tooo good
",5,JBL T110BT,2199.0,JBL,T110BT
"Impressed
","It's amazing
",4,JBL T110BT,2199.0,JBL,T110BT
"nice product
","good product
",5,JBL T110BT,2199.0,JBL,T110BT
"Powerful bass
","Powerful bass and easy to use.
",5,JBL T110BT,2199.0,JBL,T110BT
"Don't waste your money on this piece of crap.
","This is my personal experience with this product.I own JBL stuff at home.. but this device just doesn't belong to that category! Weird. Really disappointed by the quality. The audio quality doesn't sound like a genuine JBL make.. with very cheap BASE and slightly HIGH TREBLE.. it's not a pleasant product to enjoy music with.. sounds like the Chinese made â?¹150 earphones.. i bought this product once and had it returned.. but then there was no available option for a refund. The Customer service executive asked me to have the product replaced and check the product quality as the one i recieved might have been damaged for some reason. I agreed and after 3 days i received my product today and it's a NEW one but now i realise the product quality.. the problems i mentioned earlier still persist. There was no defects in the earlier one either.. And now i return it again and i see a refund option.. but then initially i used my VISA card to pay.. and now the refund would only credit into my Amazon Pay Balance and not my bank account. Amazon wants me to spend that money on buying products from Amazon itself n wouldn't refund it to me. Anyways that shouldn't matter me as im a frequent user of the Amazon Pay Balance. But who knows it might be a matter of fact to other people using Amazon out there. That's again pretty disappointing. Totally unsatisfied with the seller and the product.PS : I tried this product on the One Plus 5T, Samsung Galaxy S9 and also on an iPhone 7 and it was all the same.
",1,JBL T110BT,2199.0,JBL,T110BT
"Totally dissatisfied
","Sound quality was very poor. One side of the headphone had stopped working merely after 20 days.
",2,JBL T110BT,2199.0,JBL,T110BT
"Four Stars
","Sound is good...But battery life is approximately 4-5 hours....Slips from the neck  while running...
",4,JBL T110BT,2199.0,JBL,T110BT
"Not worthy product too much expensive
","Worst earphone I have ever seen, price is too much for this earphone after checking for two days I m returning this product. Price range should be 200-400 for this earphone.
",1,JBL T110BT,2199.0,JBL,T110BT
"Not good for calls.
","Not good for calls. Others saying Not able to hear my voice voice clearly. Bluetooth should work properly bt not like this
",2,JBL T110BT,2199.0,JBL,T110BT
"HATE IT !!!!
","Should've taken the review seriously. It is about to be a month so many issues with this one , the volume goes up and down automatically, sometimes it shows connected but then it plays songs in my phone's speaker and most of the time the sound it plays is like really bad  I feel like I am listening radio ,or may be I got a bad piece.
",1,JBL T110BT,2199.0,JBL,T110BT
"Waste
","Waste
",1,JBL T110BT,2199.0,JBL,T110BT
"Don't buy it
","Worst quality
",1,JBL T110BT,2199.0,JBL,T110BT
"Ok
","Ok
",2,JBL T110BT,2199.0,JBL,T110BT
"Ok
","Good
",5,JBL T110BT,2199.0,JBL,T110BT
"Worst product from jbl
","Worst product from jbl. Didnt expect such poor quality. Sound quality does not match upto the name. Does charge properly. No bass at all.
",1,JBL T110BT,2199.0,JBL,T110BT
"Sound quality not good
","Sound not good
",1,JBL T110BT,2199.0,JBL,T110BT
"It's cheating by Amazon....totally disatisfied..
","It seems a second hand product....after using many years....product totally not working.
",1,JBL T110BT,2199.0,JBL,T110BT
"Don't buy this product.
","Don't buy this product.One side will get useless after 4 to 5 month.Better to go with Boat.Even service centre also not available other than Mumbai.
",1,JBL T110BT,2199.0,JBL,T110BT
"No bass
","Here they mentioned bass is good but there is no bass at all
",2,JBL T110BT,2199.0,JBL,T110BT
"Bad quality from JBL
","Sound quality not good. Mic is not working :(
",2,JBL T110BT,2199.0,JBL,T110BT
"Good in the price range
","With this price range the quality is ok.
",4,JBL T110BT,2199.0,JBL,T110BT
"Thard quality after 4 month note working
","Bakvas quality
",5,JBL T110BT,2199.0,JBL,T110BT
"Nice
","Like
",5,JBL T110BT,2199.0,JBL,T110BT
"Good product
","Good product
",4,JBL T110BT,2199.0,JBL,T110BT
"Can do better
","Could be better(soundwise) more of bass is wt I prefer!
",4,JBL T110BT,2199.0,JBL,T110BT
"Nice battery life
","Smart product.
",3,JBL T110BT,2199.0,JBL,T110BT
"Worst product
","Worst battery quality. Not even worked for more than 5 days.
",1,JBL T110BT,2199.0,JBL,T110BT
"Battry problem
","Battry problem
",1,JBL T110BT,2199.0,JBL,T110BT
"Cool
","Simply cool
",5,JBL T110BT,2199.0,JBL,T110BT
"Money waste
","Sound quality
",1,JBL T110BT,2199.0,JBL,T110BT
"These earphones are really good and handy
","These earphones are really good and handy , you can literally forget about your phone while listening music with them . Definitely a good buy .
",5,JBL T110BT,2199.0,JBL,T110BT
"GOOD EARPHONES AS PER COST
","Not up to the mark
",4,JBL T110BT,2199.0,JBL,T110BT
"Dont even think about it..!
","Battery life sucks. Does not last even 40 minutes and worst thing is it does not have enough service station. Thrs only one in whole Gujrat nd tht also closed most of the time..! So once u purchase u r on your own.!
",1,JBL T110BT,2199.0,JBL,T110BT
"Best earphone.
","Not extream bass . But best earphone in this price.
",5,JBL T110BT,2199.0,JBL,T110BT
"Superb bass and quality sound I love jbl
","It's fentastik real bass.. feeling cinema theatreI like jbl
",5,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Yes
",5,JBL T110BT,2199.0,JBL,T110BT
"Awesome
","Excellent
",5,JBL T110BT,2199.0,JBL,T110BT
"ok
","ok
",5,JBL T110BT,2199.0,JBL,T110BT
"A good product from JBL at a great price.
","Wonderful
",4,JBL T110BT,2199.0,JBL,T110BT
"It is tangle freeð?? great product â¤ï¸
","It is a really good product and the best part is that it does not get tangled so it is a great relieve as the biggest problem with earphones r that their wires get tangled even the sound quality is awesome
",5,JBL T110BT,2199.0,JBL,T110BT
"Speaker stops working after sometime.
","Starting 2 months was good but after that one speaker stopped working also sound quality  fell down... Dint expected this with JBL as already using 2 other model of JBL from past 1 year and are working ok.
",3,JBL T110BT,2199.0,JBL,T110BT
"Loved it
","The sound quality is great as expectedNo one can beat jbl and Amazon Servicesâ??s on time delivery ð???
",5,JBL T110BT,2199.0,JBL,T110BT
"its good as looks contains magnetic attraction bass  clear audio ...
","its good as looks contains magnetic attraction bass  clear audio with nice battery life bt price is too high for quality
",3,JBL T110BT,2199.0,JBL,T110BT
"Two Stars
","suddenly stopped working...
",2,JBL T110BT,2199.0,JBL,T110BT
"Noise cancellation
","Noise cancelation is very poor
",5,JBL T110BT,2199.0,JBL,T110BT
"You are refunding money or replacing item
","I have buyed this item on 15th march....now it's not working...I am not getting anything..either battery problem or switch problem...its not switching on..
",1,JBL T110BT,2199.0,JBL,T110BT
"Plz change the wordings from pure bass to poor bass
","It's not pure bass. It's poor bass. There's no bass effect at all. The sound quality is similar to 200rs earphones.!!
",2,JBL T110BT,2199.0,JBL,T110BT
"Waste of money it has bad sound and no bass both
","Totally waste of money by jbl I m not sure about this product is it original or not but one thing I would say it is not like jbl sound
",1,JBL T110BT,2199.0,JBL,T110BT
"Worst jbl product.
","*No bass until you use equlilizer*Battery is only good in this product*Bluetooth stopped working not expected from jbl because my second jbl worked for approx 2 year as it was third.
",2,JBL T110BT,2199.0,JBL,T110BT
"Hearinh
","I had buy it 3 months before but now the right side hearing is very poor to hear
",3,JBL T110BT,2199.0,JBL,T110BT
"Good product
","Nice sound, loved it
",5,JBL T110BT,2199.0,JBL,T110BT
"Average
","Average
",2,JBL T110BT,2199.0,JBL,T110BT
"Wrong color come
","Wrong color
",1,JBL T110BT,2199.0,JBL,T110BT
"Plz replace
","Product is not working after 10days of use one side speaker not working
",1,JBL T110BT,2199.0,JBL,T110BT
"Not satisfied
","Average
",1,JBL T110BT,2199.0,JBL,T110BT
"Worth buy
","Good product at this price point. Very slick and sound quality is awesome....
",5,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Good quality headphones for this price and moreover it's reputed brand. Loved the bass from these headphones.
",5,JBL T110BT,2199.0,JBL,T110BT
"Two Stars
","Rate high then pytm
",2,JBL T110BT,2199.0,JBL,T110BT
"Natural sound
","Worthy
",4,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Just awesome
",5,JBL T110BT,2199.0,JBL,T110BT
"Five Stars
","Awasome
",5,JBL T110BT,2199.0,JBL,T110BT
"JBL T110 BT- Worth the money?
","Battery life is Good but expected a little more from JBL in terms of sound quality.Yes, Tested this with youtube, inbuilt music player of phone and play music app. You will get the real bass only when you tweek the settings to bass boost @ 100 in equiliser of play music app.Rest the build quality is good and product is 100% genuine...Fitting in ear is good and both the earbuds are magnetic enables you to carry them around your neck easily.To wrap up; If you need a decent pair of earphones with not boomy heavy bass but optimum bass then go for it !
",3,JBL T110BT,2199.0,JBL,T110BT
"Best product... Price a bit high...
","Bass is a bit low compared to the wired T110, charging backup is also good continous use of 6 hours.After a month of use the mic stopped working, and some  sound is coming from the left ear piece. Have to claim warranty, it's a big process for those who don't have the service centers in their cities
",3,JBL T110BT,2199.0,JBL,T110BT
"Very bad sound and base. DO NOT BUY
","Very bad sound and base. DO NOT BUY, I returned it back to amazon they have refunded my money as well.
",1,JBL T110BT,2199.0,JBL,T110BT
"Good Bluetooth headphone
","Value for money. Good sound quality. People who like decent treble will love this product.
",5,JBL T110BT,2199.0,JBL,T110BT
